t,o,h,l,c
2025-12-03 07:00:00+00:00,457098.6052,457603.6188000002,450483.4336000002,450775.1138000003
2025-12-03 08:00:00+00:00,450779.1132,452281.3176,450663.3238000001,452092.7789999999
2025-12-03 09:00:00+00:00,452092.3036,459436.0191999999,452088.4129999999,456873.3649999999
2025-12-03 10:00:00+00:00,456873.3649999999,459243.0864,455617.4327999997,455617.9371999997
2025-12-03 11:00:00+00:00,455617.9371999997,458070.8434000001,455617.2832,455931.2834000002
2025-12-03 12:00:00+00:00,455931.2834,461626.2824,455814.0599999999,461318.7150000001
2025-12-03 13:00:00+00:00,461318.7150000001,461860.0102,460605.8326000003,461542.2831999997
2025-12-03 14:00:00+00:00,461542.8832,462381.8699999992,457474.5818000001,457820.6503999995
2025-12-03 15:00:00+00:00,457801.2195999995,458015.0954000003,452778.2126000002,455612.3041999996
2025-12-03 16:00:00+00:00,455612.3401999996,456983.7968000001,450496.7469999997,451321.8208000003
2025-12-03 17:00:00+00:00,451320.5262,474657.8701999998,450948.1276000001,470996.7217999997
2025-12-03 18:00:00+00:00,470997.8132,471164.7943999998,459062.2783999998,459068.1513999998
2025-12-03 19:00:00+00:00,459066.7984,461585.4418,458349.6978000003,460847.2470000003
2025-12-03 20:00:00+00:00,460853.7596,461468.9612000002,459540.9475999998,459684.2823999997
2025-12-03 21:00:00+00:00,459757.526,462437.0721999997,458302.0986000001,459673.7227999993
2025-12-03 22:00:00+00:00,459073.3797999994,471998.0581999999,459032.8340000001,470859.764
2025-12-03 23:00:00+00:00,470860.4416,476615.4378000001,470467.2488000002,476094.8475999996
2025-12-04 00:00:00+00:00,476094.8476,477175.8214000004,473929.7282000003,477135.8892000004
2025-12-04 01:00:00+00:00,477135.8982000005,478675.2724000003,471101.302,471274.103
2025-12-04 02:00:00+00:00,471273.6226,471276.882,462194.4092,462386.1415999999
2025-12-04 03:00:00+00:00,462385.3142,463528.2809999998,460554.0404000003,463217.0806000002
2025-12-04 04:00:00+00:00,463217.0896000002,465507.4161999997,458424.6189999998,458457.2699999994
2025-12-04 05:00:00+00:00,458453.1016,467519.0587999998,457943.7755999999,464135.7996000007
2025-12-04 06:00:00+00:00,464287.9322,467076.0138,464287.9322,464733.5409999996
2025-12-04 07:00:00+00:00,464733.5409999996,465517.0120000003,463242.9380000003,465062.3954
2025-12-04 08:00:00+00:00,465062.3954,465062.3954,460356.4204000001,460811.7682
2025-12-04 09:00:00+00:00,460805.2353999999,463233.7054000003,460619.1483999999,461949.7284000001
2025-12-04 10:00:00+00:00,461949.7284000001,463918.2525999999,460943.2837999999,460951.1859999999
2025-12-04 11:00:00+00:00,460948.3054,462516.1819999999,459026.8853999999,459914.9047999997
2025-12-04 12:00:00+00:00,459917.5194,462781.5433999997,459853.5286,462781.5433999997
2025-12-04 13:00:00+00:00,462781.5505999997,462795.8310000001,457635.0036000003,459530.0067999997
2025-12-04 14:00:00+00:00,459530.0068,468215.9428000001,456649.7831999998,465423.7604000002
2025-12-04 15:00:00+00:00,465423.7604000002,470093.0580000001,463305.7673999998,469757.8280000001
2025-12-04 16:00:00+00:00,469760.11,470023.9541999999,464102.5763999998,465826.6901999995
2025-12-04 17:00:00+00:00,465788.596,470122.8457999997,464771.7433999999,470122.8457999997
2025-12-04 18:00:00+00:00,470122.8624,472906.4398000001,467961.9901999998,467980.9268000004
2025-12-04 19:00:00+00:00,467980.9268000004,486388.702599999,462544.0630000003,470997.1318000001
2025-12-04 20:00:00+00:00,470731.8974000001,474476.7674000001,469144.5817999995,473733.1314000003
2025-12-04 21:00:00+00:00,473731.0342,475980.6797999995,472754.6448,474192.0427999999
2025-12-04 22:00:00+00:00,474192.0428,479056.0324,474150.5366,475752.2320000005
2025-12-04 23:00:00+00:00,475752.232,475950.1218,474574.4781999999,474809.8472
2025-12-05 00:00:00+00:00,474809.8472,481041.2491999997,474745.7518,481041.2491999997
2025-12-05 01:00:00+00:00,481041.2582,483607.4271999998,476148.7436000002,476581.917
2025-12-05 02:00:00+00:00,476581.917,477082.4063999997,475702.5262,476016.5457999998
2025-12-05 03:00:00+00:00,476016.5458,476018.3138000001,467719.3933999999,467962.7912
2025-12-05 04:00:00+00:00,467962.7912,468709.6831999998,466417.4752,467236.6737999998
2025-12-05 05:00:00+00:00,467233.7362,468290.9405999999,466839.7178,468228.1985999998
2025-12-05 06:00:00+00:00,468228.1986,469678.7939999996,467386.4742000001,467623.7497999999
2025-12-05 07:00:00+00:00,467623.7497999999,468060.1966,465057.584,465058.7978
2025-12-05 08:00:00+00:00,465058.7978,465059.9362000001,462565.2968000001,463040.2481999995
2025-12-05 09:00:00+00:00,463040.2481999995,463161.0732,460012.2928,460334.7879999998
2025-12-05 10:00:00+00:00,460334.7879999998,468181.9689999999,460094.2843999999,466801.4717999999
2025-12-05 11:00:00+00:00,466801.4718,467797.1611999998,463415.9430000004,464885.2843999997
2025-12-05 12:00:00+00:00,464763.4325999997,470175.4434000002,463960.0842,470149.4428000003
2025-12-05 13:00:00+00:00,470147.3304000003,471150.737,468193.2285999997,470620.3340000004
2025-12-05 14:00:00+00:00,470620.3340000004,485580.2179999988,470521.0848,485504.3111999987
2025-12-05 15:00:00+00:00,485589.3537999999,511854.1615999997,484448.2093999996,511790.1129999999
2025-12-05 16:00:00+00:00,511799.9982000001,515219.0006,465201.1876000002,474826.1364000004
2025-12-05 17:00:00+00:00,474826.1364,474989.0973999996,463604.6186000004,470822.3007999999
2025-12-05 18:00:00+00:00,470824.2471999998,484710.3219999998,460738.9149999997,462374.9777999997
2025-12-05 19:00:00+00:00,462374.9777999997,464513.5717999998,458042.4698000003,459554.9019999998
2025-12-05 20:00:00+00:00,459556.5156,459618.5458,449384.7828,449426.5723999998
2025-12-05 21:00:00+00:00,449426.599,449510.1692000001,445786.7756000001,446205.1255999997
2025-12-05 22:00:00+00:00,446205.1255999997,446367.3430000002,444975.5116000002,445054.6391999997
2025-12-05 23:00:00+00:00,445054.6392,445307.5318000004,443565.1008000003,444610.4777999998
2025-12-06 00:00:00+00:00,444610.4778,445031.3107999998,443859.4536000002,443859.4536000002
2025-12-06 01:00:00+00:00,443859.4536,447455.2130000001,443500.4662,446353.3487999999
2025-12-06 02:00:00+00:00,446316.0542,446555.4948,443180.2002000004,443956.2213999999
2025-12-06 03:00:00+00:00,443956.2213999999,444642.9237999995,435582.0495999995,435818.2356000002
2025-12-06 04:00:00+00:00,435811.6988,436881.3896,435111.8972,436879.7664
2025-12-06 05:00:00+00:00,436879.9374,436884.5228000002,435275.2880000002,436698.1616000003
2025-12-06 06:00:00+00:00,436698.1616,439151.0793999998,436697.8824,438159.0412000001
2025-12-06 07:00:00+00:00,438159.0412,438261.2108000001,436821.6868,437068.8418000001
2025-12-06 08:00:00+00:00,437068.8418000001,439224.7428000001,436623.7267999999,438986.1236000004
2025-12-06 09:00:00+00:00,438978.694,441290.5868,438753.7249999999,441285.5678000001
2025-12-06 10:00:00+00:00,441284.9074,442480.2046000001,441250.3794,441864.9964000002
2025-12-06 11:00:00+00:00,441924.0972,442405.4174,441621.7113999999,441621.7113999999
2025-12-06 12:00:00+00:00,441628.1132,441940.5436,440866.9534000001,441114.0814000002
2025-12-06 13:00:00+00:00,441114.0814,443132.4388,441110.4922,442883.7744000001
2025-12-06 14:00:00+00:00,442883.7744,447611.2976000006,442543.4326000001,447427.0840000001
2025-12-06 15:00:00+00:00,447427.0840000001,447485.6967999999,443114.9657999998,444618.1794000003
2025-12-06 16:00:00+00:00,444616.2180000001,458169.5292000001,444616.2180000001,457074.1418000002
2025-12-06 17:00:00+00:00,457074.1418,457552.1878,455010.4184,456161.7338000002
2025-12-06 18:00:00+00:00,456161.7338000002,460285.1364,455481.391,459271.9040000007
2025-12-06 19:00:00+00:00,459271.904,460989.2722000002,457801.0454,460989.2722000002
2025-12-06 20:00:00+00:00,460989.2722000002,462411.3932,460716.4694000002,462319.5122
2025-12-06 21:00:00+00:00,462370.6236,465392.3502000002,462370.6236,462724.1784000001
2025-12-06 22:00:00+00:00,462724.1784000001,464256.3232000001,462053.7571999998,462067.1127999998
2025-12-06 23:00:00+00:00,462067.4312,462628.5351999999,461933.7848000001,462305.7554000001
2025-12-07 00:00:00+00:00,462372.2708000002,463923.3520000003,461833.4868,463905.8904000003
2025-12-07 01:00:00+00:00,463905.7346,466650.2658000002,463839.178,465963.2932000004
2025-12-07 02:00:00+00:00,465963.2932000004,465996.0669999999,464382.3144000004,464387.7160000004
2025-12-07 03:00:00+00:00,464389.6804,464723.6622000003,464342.0841999998,464698.9114
2025-12-07 04:00:00+00:00,464698.7965999999,464795.2180000001,463498.2500000001,463587.1512000005
2025-12-07 05:00:00+00:00,463587.1568,464290.3408000002,463587.1568,464290.3408000002
2025-12-07 06:00:00+00:00,464289.808,469222.7856000006,464289.808,469151.7848000008
2025-12-07 07:00:00+00:00,469151.8122,472318.4983999996,469075.094,472087.9332000008
2025-12-07 08:00:00+00:00,472087.8780000009,476273.9643999999,472086.6754000001,475781.0602000013
2025-12-07 09:00:00+00:00,475787.6588,476259.7072000001,473965.5954000014,475024.7306000007
2025-12-07 10:00:00+00:00,475025.4814000006,482302.6166000004,475025.4814000006,482302.6166000004
2025-12-07 11:00:00+00:00,482306.4118,484501.6947999999,482268.2599999998,484459.8847999999
2025-12-07 12:00:00+00:00,484459.8847999999,484646.3552,482744.9734,482780.2194000004
2025-12-07 13:00:00+00:00,482778.5742,482828.7855999997,481292.2257999998,481341.1027999998
2025-12-07 14:00:00+00:00,481343.0696,484158.6403999993,456349.5298000005,476050.6557999997
2025-12-07 15:00:00+00:00,476053.6202,510662.6659999997,467491.8030000002,509099.1833999999
2025-12-07 16:00:00+00:00,509099.1833999999,517966.8401999996,508531.0626000003,517752.7061999997
2025-12-07 17:00:00+00:00,517756.2673999997,576454.6251999997,497687.5498000002,544149.1281999999
2025-12-07 18:00:00+00:00,544149.2621999999,587987.4799999997,544088.6551999999,561275.9434000006
2025-12-07 19:00:00+00:00,561276.9968,567118.7841999999,560354.8033999997,566662.8288000001
2025-12-07 20:00:00+00:00,566667.4863999999,566716.5767999997,550168.5211999995,551652.7777999995
2025-12-07 21:00:00+00:00,551652.7777999995,580935.1276000005,551187.4056,580935.1176000005
2025-12-07 22:00:00+00:00,580944.7394000005,592229.9025999997,575035.7021999999,590382.8489999986
2025-12-07 23:00:00+00:00,590383.9017999986,592148.7562000001,588200.1313999989,588900.0883999979
2025-12-08 00:00:00+00:00,588900.0884,591196.0628000001,587146.5013999991,590131.953799999
2025-12-08 01:00:00+00:00,590128.647,594120.6172,587417.2734000001,588816.6175999995
2025-12-08 02:00:00+00:00,588816.2039999996,600929.5889999998,588790.1870000005,600525.9279999995
2025-12-08 03:00:00+00:00,600525.9279999995,605524.8061999992,598553.9843999996,604468.1565999992
2025-12-08 04:00:00+00:00,604468.1566,617909.7347999993,603092.0602000002,617895.6067999993
2025-12-08 05:00:00+00:00,617895.6068,622537.6632000001,612972.4872000002,612983.6804000001
2025-12-08 06:00:00+00:00,612983.6922,620274.5951999999,610774.3430000001,619600.3918
2025-12-08 07:00:00+00:00,619600.3918,619862.7744000014,615189.6316,615282.0166000008
2025-12-08 08:00:00+00:00,615282.0166000008,617380.6495999992,615281.1998,617380.5733999992
2025-12-08 09:00:00+00:00,617380.5733999992,639474.0716,617379.0418,630087.5194000003
2025-12-08 10:00:00+00:00,630089.9762,630221.8447999998,621752.7823999997,625316.5383999996
2025-12-08 11:00:00+00:00,625316.5383999996,625562.6635999997,607831.2148000015,607831.2148000015
2025-12-08 12:00:00+00:00,607833.9766000014,613174.4394000003,598483.2101999996,598887.7411999998
2025-12-08 13:00:00+00:00,598887.7411999998,600330.8244000006,597621.6921999998,597917.5488000001
2025-12-08 14:00:00+00:00,597917.6256,606163.7202000008,592271.4241999999,597385.4400000002
2025-12-08 15:00:00+00:00,597379.9186,632094.2563999998,594318.1986000005,625233.7084000006
2025-12-08 16:00:00+00:00,625274.9114,631508.6633999994,625261.3974,631450.5095999993
2025-12-08 17:00:00+00:00,631442.3166,631729.7203999995,626061.6508,631639.0663999997
2025-12-08 18:00:00+00:00,631616.6962,633386.6176,621699.3110000008,623041.0202000006
2025-12-08 19:00:00+00:00,623040.8904,633646.7541999996,623027.6710000001,625033.5409999993
2025-12-08 20:00:00+00:00,625036.1566,627130.5396,620784.7192000006,621408.5319999997
2025-12-08 21:00:00+00:00,621451.2996000001,625115.9772,618862.7699999991,622604.975
2025-12-08 22:00:00+00:00,622600.319,623485.9236000002,617194.518,620116.4073999998
2025-12-08 23:00:00+00:00,620123.9114,622066.9569999998,616807.3598000002,616845.4542000002
2025-12-09 00:00:00+00:00,616845.4542000002,622380.1242000001,614863.6316000001,621479.0495999993
2025-12-09 01:00:00+00:00,621479.0202,624155.6127999997,612097.6536000001,612889.4073999999
2025-12-09 02:00:00+00:00,612889.4073999999,615083.5141999997,597920.9376000005,597920.9376000005
2025-12-09 03:00:00+00:00,597918.3246,630254.5852000006,596812.5486000001,630206.9348
2025-12-09 04:00:00+00:00,630206.9348,635688.1141999995,630201.2618,633637.4916000004
2025-12-09 05:00:00+00:00,633632.8956,638337.0565999998,631784.1722000006,637013.9227999998
2025-12-09 06:00:00+00:00,637013.9227999998,639777.0214000001,637013.9227999998,639301.4405999996
2025-12-09 07:00:00+00:00,639301.4405999996,650338.7352,639284.6372,649335.5072
2025-12-09 08:00:00+00:00,649335.7072,650779.5743999996,647678.9394000001,648340.6032000005
2025-12-09 09:00:00+00:00,648340.6032000005,651717.4608000002,645081.5115999993,645087.8335999993
2025-12-09 10:00:00+00:00,645087.8335999993,645534.9550000002,643644.4437999997,643666.2609999998
2025-12-09 11:00:00+00:00,643666.2609999998,649556.3051999997,643153.0549999998,649086.8406000003
2025-12-09 12:00:00+00:00,649086.8406000003,657022.3359999999,646449.2035999994,657022.3359999999
2025-12-09 13:00:00+00:00,657022.2464,658290.6597999998,650312.1179999998,655944.7602000001
2025-12-09 14:00:00+00:00,655967.1396000001,657981.4117999998,650068.4912,657437.7316
2025-12-09 15:00:00+00:00,657416.4014000001,658331.4078000009,632596.5359999997,644400.7891999992
2025-12-09 16:00:00+00:00,644555.3788000001,680737.9797999994,644157.717,651843.6944000006
2025-12-09 17:00:00+00:00,652032.9106000001,655253.6026000007,628076.5426000004,633004.8506000014
2025-12-09 18:00:00+00:00,632975.8813999998,639767.7247999999,632718.8024000004,637735.5132000012
2025-12-09 19:00:00+00:00,637735.5526,638662.2544000002,630278.5360000001,634166.7444000007
2025-12-09 20:00:00+00:00,634169.7246,635179.8928000004,620352.031,627490.4262000002
2025-12-09 21:00:00+00:00,627490.4262000002,627490.4262000002,592674.4220000003,595440.5396000004
2025-12-09 22:00:00+00:00,596199.9878000001,621874.965400001,592470.6906000001,621300.4492000001
2025-12-09 23:00:00+00:00,621300.9862000002,622330.9802000005,618161.4166000001,622290.3860000005
2025-12-10 00:00:00+00:00,622289.7406000005,624190.7121999989,615052.8723999991,615052.8723999991
2025-12-10 01:00:00+00:00,615007.390199999,625358.5616,614245.8010000004,619438.3560000005
2025-12-10 02:00:00+00:00,619486.3534,622668.1849999996,619486.3534,620437.5403999992
2025-12-10 03:00:00+00:00,620436.9989999991,622789.3215999997,620392.6246,622788.9743999997
2025-12-10 04:00:00+00:00,622789.0297999997,627372.1547999996,622425.7622,627277.1679999991
2025-12-10 05:00:00+00:00,627277.0362,631426.0668,623751.1931999999,624988.3919999995
2025-12-10 06:00:00+00:00,624988.3919999995,625136.7761999994,623201.7157999999,623502.975
2025-12-10 07:00:00+00:00,623886.2460000002,647386.8778000008,623390.3394000003,647386.0684000009
2025-12-10 08:00:00+00:00,647387.6254,647668.9642000007,641746.4872000001,647099.2556000012
2025-12-10 09:00:00+00:00,647111.9900000001,648740.4840000011,646698.136,648547.791800001
2025-12-10 10:00:00+00:00,648547.9248000011,653311.6458000006,648405.949600001,652251.2098000005
2025-12-10 11:00:00+00:00,652262.6250000006,654318.9876,652262.6250000006,653342.733600001
2025-12-10 12:00:00+00:00,653342.7336,665455.5413999999,651178.0832000001,665412.6114000003
2025-12-10 13:00:00+00:00,665832.5862000001,666961.186,656790.5060000003,660482.8500000007
2025-12-10 14:00:00+00:00,660464.804,660772.5682,653022.2998,658503.4211999997
2025-12-10 15:00:00+00:00,658578.9373999999,666522.8537999998,658575.7431999999,663873.948
2025-12-10 16:00:00+00:00,663868.4349999999,663871.1979999999,655409.8527999998,656555.025799999
2025-12-10 17:00:00+00:00,656544.1091999998,664803.7867999998,644597.8952000001,664423.5709999994
2025-12-10 18:00:00+00:00,664423.571,684039.8585999984,634455.3258,683679.2194000002
2025-12-10 19:00:00+00:00,683670.4896,686994.8240000001,653833.3945999983,683292.3939999993
2025-12-10 20:00:00+00:00,683292.5136,683478.1772000003,673649.7501999971,675949.3160000012
2025-12-10 21:00:00+00:00,675949.6266,679412.9531999999,674381.9177999997,675752.4367999989
2025-12-10 22:00:00+00:00,675752.4367999989,688712.4494,675746.0792,688690.8524
2025-12-10 23:00:00+00:00,688690.8524,688830.5938000004,682984.1189999998,682984.1189999998
2025-12-11 00:00:00+00:00,682984.0569999998,699586.6957999999,674675.7763999996,694484.4282000002
2025-12-11 01:00:00+00:00,694423.9626,696979.8094000001,691745.7416000008,693189.766000001
2025-12-11 02:00:00+00:00,693190.7664,712214.1962000001,691474.0976000003,712033.5894000005
2025-12-11 03:00:00+00:00,712033.5894000005,746498.061800002,703384.5846000011,746478.3176000022
2025-12-11 04:00:00+00:00,746478.3772000022,747999.1869999995,716484.6055999999,717376.8281999993
2025-12-11 05:00:00+00:00,717376.8281999993,717377.5574,711039.6479999999,716285.4860000011
2025-12-11 06:00:00+00:00,716285.4860000011,717300.8430000005,713293.4610000002,714092.1120000009
2025-12-11 07:00:00+00:00,714092.183,715386.6290000001,710624.0734000001,710624.0734000001
2025-12-11 08:00:00+00:00,710641.6969999999,714174.8854000007,708761.3438,713745.2177999996
2025-12-11 09:00:00+00:00,713771.4401999996,713973.1054000002,708535.4352000002,713139.5311999993
2025-12-11 10:00:00+00:00,713191.7998,713268.2746000004,711250.5194000005,711282.0222000006
2025-12-11 11:00:00+00:00,711282.0222,711282.0222,709906.6852000004,710136.1344000004
2025-12-11 12:00:00+00:00,710132.2914000005,712143.705,709697.3208,711400.1284000011
2025-12-11 13:00:00+00:00,711400.1284000011,714207.8293999998,710640.5678000007,713665.0833999997
2025-12-11 14:00:00+00:00,713665.0833999997,750179.8216000022,706939.312200001,741141.4257999979
2025-12-11 15:00:00+00:00,741137.0671999978,748183.0831999995,740635.2229999994,742083.2062
2025-12-11 16:00:00+00:00,742082.773,756903.8894000001,742082.773,753268.0856000001
2025-12-11 17:00:00+00:00,753301.2762,758551.9777999999,750443.4131999998,750661.5381999995
2025-12-11 18:00:00+00:00,750661.5381999995,776700.4207999997,750292.6257999991,776700.4207999997
2025-12-11 19:00:00+00:00,776698.6986,785001.0831999995,768651.1694000002,784882.7509999996
2025-12-11 20:00:00+00:00,784999.0238000001,794467.1548000004,781605.3800000002,793500.8149999998
2025-12-11 21:00:00+00:00,793500.8149999998,802197.1125999998,791801.6963999993,795392.4935999974
2025-12-11 22:00:00+00:00,795409.0884,796633.6249999987,790672.3623999995,792841.7099999993
2025-12-11 23:00:00+00:00,792841.7099999993,796556.1682000003,792775.44,795566.6905999999
2025-12-12 00:00:00+00:00,795566.6979999999,797125.0153999998,791931.7888000001,793108.6422000002
2025-12-12 01:00:00+00:00,793120.3816000001,802891.0446,792604.7962000003,794771.2417999994
2025-12-12 02:00:00+00:00,794757.4874,795768.9323999991,791090.1042000001,795766.0185999989
2025-12-12 03:00:00+00:00,795766.0185999989,797877.335999999,794305.8951999997,797174.5149999992
2025-12-12 04:00:00+00:00,797171.6177999992,800608.6069999993,795741.2374,800591.4321999985
2025-12-12 05:00:00+00:00,800752.9462000001,802424.1539999994,796984.1344,798618.5515999993
2025-12-12 06:00:00+00:00,798618.5515999993,820473.4887999991,798559.9783999997,820381.6531999995
2025-12-12 07:00:00+00:00,820383.4971999995,822618.0827999999,820224.8514000003,821908.3920000002
2025-12-12 08:00:00+00:00,821908.3920000002,822531.9179999996,806459.3543999998,808427.9153999997
2025-12-12 09:00:00+00:00,808425.2909999997,816892.3439999988,808287.2328000007,816709.1379999986
2025-12-12 10:00:00+00:00,816709.138,818162.1293999999,813634.1224,815163.4935999992
2025-12-12 11:00:00+00:00,815163.3822,816414.736,815104.4016,816169.4620000002
2025-12-12 12:00:00+00:00,816169.9334000001,818683.4074000001,816169.8568000001,817692.3526000002
2025-12-12 13:00:00+00:00,817692.3526,819518.9537999999,817637.3546000003,819453.2355999999
2025-12-12 14:00:00+00:00,819453.2355999999,821798.2889999993,816669.8756,817203.4697999995
2025-12-12 15:00:00+00:00,817204.9774,873641.8461999994,803945.0777999989,871559.0317999985
2025-12-12 16:00:00+00:00,871555.0522,919373.5245999997,868430.6277999989,899272.1795999995
2025-12-12 17:00:00+00:00,899272.1795999995,902479.1314000002,861004.0035999999,862019.3633999985
2025-12-12 18:00:00+00:00,862409.2845999985,870438.7165999998,862376.5982000001,867585.1747999989
2025-12-12 19:00:00+00:00,867573.1006,867573.1006,860895.6775999997,861564.0947999991
2025-12-12 20:00:00+00:00,861564.0948,864988.2448,861540.7122000006,862641.0425999995
2025-12-12 21:00:00+00:00,862641.0425999995,863357.379,861602.6371999996,862594.1661999997
2025-12-12 22:00:00+00:00,862594.544,864212.9845999999,862115.0799999997,862115.2013999998
2025-12-12 23:00:00+00:00,862115.2013999998,863125.372,861458.0252,861622.1838000001
2025-12-13 00:00:00+00:00,861622.1838000001,862527.8319999998,861155.7849999999,861180.2788000001
2025-12-13 01:00:00+00:00,861180.2788000001,861227.5556000002,860855.2126,860998.3611999999
2025-12-13 02:00:00+00:00,860998.3814,861500.9298,860747.236,861041.4288000003
2025-12-13 03:00:00+00:00,861065.5554,861731.4818000003,860664.1738,861731.4818000003
2025-12-13 04:00:00+00:00,861677.6028000001,861679.7434000003,860628.2272,860701.8500000001
2025-12-13 05:00:00+00:00,860701.9292000001,860985.8948,860004.9480000001,860005.3620000001
2025-12-13 06:00:00+00:00,859926.1692,859943.8393999998,859032.0127999998,859713.4610000004
2025-12-13 07:00:00+00:00,859713.4608,860708.3790000001,859713.4608,860665.1092000004
2025-12-13 08:00:00+00:00,860670.9708,867352.769,860670.1906,867352.769
2025-12-13 09:00:00+00:00,867352.9212,867379.0581999999,864178.0731999996,864980.0258000004
2025-12-13 10:00:00+00:00,864980.0258000004,866566.0180000003,863771.8531999999,866274.4263999999
2025-12-13 11:00:00+00:00,866274.4263999999,866852.7676,865392.1686,865665.3818000001
2025-12-13 12:00:00+00:00,865665.3818000001,867885.2334000003,865665.3818,867885.2334000003
2025-12-13 13:00:00+00:00,867891.1838,870131.5738,867738.7572,869483.2826000002
2025-12-13 14:00:00+00:00,869481.1538000001,871864.7104000001,869470.7344000002,871700.5394000002
2025-12-13 15:00:00+00:00,871700.4752000002,872947.8954,870668.0455999998,872089.538
2025-12-13 16:00:00+00:00,872080.7924,872306.5084000002,871362.8648,871707.1506
2025-12-13 17:00:00+00:00,871707.1506,873655.1414,871517.1668000004,872862.5387999999
2025-12-13 18:00:00+00:00,872863.1208,873053.7034000001,871963.5780000001,872088.1841999998
2025-12-13 19:00:00+00:00,872091.1986,872785.5658000001,871759.5926,872776.9888000003
2025-12-13 20:00:00+00:00,872775.9788,872858.7403999999,872238.6392000004,872276.8256000001
2025-12-13 21:00:00+00:00,872276.7964000001,874390.8148000002,869009.0614000001,874304.5172000001
2025-12-13 22:00:00+00:00,874302.8526000001,875190.1938000001,873994.8552000002,874008.3696000003
2025-12-13 23:00:00+00:00,874008.3696,875394.3890000007,873772.5436,875392.3032000007
2025-12-14 00:00:00+00:00,875391.5399999999,878074.098,874917.2218000003,874976.6810000007
2025-12-14 01:00:00+00:00,874973.2728,875261.0642000001,874612.5670000005,874633.4846000007
2025-12-14 02:00:00+00:00,874604.0174,875027.5395999997,874102.2777999999,874689.4278
2025-12-14 03:00:00+00:00,874689.4278,874901.8726,874078.7177999998,874083.3893999995
2025-12-14 04:00:00+00:00,874081.7676,875366.0501999998,872339.6681999989,875364.4417999996
2025-12-14 05:00:00+00:00,875364.4418,875366.2348000001,870314.9090000002,870669.7687999998
2025-12-14 06:00:00+00:00,870669.7688,870688.4099999998,870187.0310000003,870242.2247999999
2025-12-14 07:00:00+00:00,870242.2248,870383.2026000001,870135.3313999999,870173.0330000003
2025-12-14 08:00:00+00:00,870173.0330000003,870205.9643999999,860244.8015999998,860244.8015999998
2025-12-14 09:00:00+00:00,860244.794,860246.5464,859570.5489999994,859603.7756000002
2025-12-14 10:00:00+00:00,859603.7756000002,859603.7756000002,857544.9032000001,858175.2741999998
2025-12-14 11:00:00+00:00,858175.2741999998,859275.6074000001,854167.3853999997,856879.2476
2025-12-14 12:00:00+00:00,856861.5369999999,857813.8346000002,853808.1762,854903.5726000002
2025-12-14 13:00:00+00:00,854883.5317999999,855455.9880000011,853084.4852000001,855437.182400001
2025-12-14 14:00:00+00:00,855435.3274,856516.5221999999,848805.1536,850312.4249999998
2025-12-14 15:00:00+00:00,850242.9118000001,851232.3736000016,848651.9747999997,850098.932
2025-12-14 16:00:00+00:00,850088.6342000001,850088.6342000001,847559.5440000006,847559.5440000006
2025-12-14 17:00:00+00:00,847530.6773999999,849754.8493999997,846759.6955999997,848969.1669999996
2025-12-14 18:00:00+00:00,848969.7536,850261.7992,847224.7453999999,850236.0763999998
2025-12-14 19:00:00+00:00,850234.5846000001,850992.7622000001,847425.3209999996,850347.1017999996
2025-12-14 20:00:00+00:00,850320.074,851779.5594,832324.4870000001,832324.5144000002
2025-12-14 21:00:00+00:00,832330.353,842727.9957999999,831817.4959999997,842726.0774
2025-12-14 22:00:00+00:00,842724.5997999999,843798.8838000001,831595.0880000005,833884.8212000001
2025-12-14 23:00:00+00:00,833884.8212,835752.3013999996,827666.0542,830468.8217999993
2025-12-15 00:00:00+00:00,830469.0742,830903.963,819640.5151999993,824921.2590000005
2025-12-15 01:00:00+00:00,824921.3343999999,826846.0590000004,822201.1383999996,826108.0846
2025-12-15 02:00:00+00:00,826108.6883999999,839139.239399999,819930.1620000001,839139.180399999
2025-12-15 03:00:00+00:00,839139.2492,839169.3481999991,829525.8298,829895.0573999995
2025-12-15 04:00:00+00:00,829895.0574,832575.3322000003,828626.3842000006,831603.8916000004
2025-12-15 05:00:00+00:00,831602.6462,831874.822,829543.1162,829546.4603999997
2025-12-15 06:00:00+00:00,829546.5657999997,841407.0950000004,829110.7032,841406.2220000004
2025-12-15 07:00:00+00:00,841407.2453999999,844484.7942000001,838063.8981999999,844483.7138
2025-12-15 08:00:00+00:00,844484.8174,844647.1889999999,839302.8137999997,840005.0865999996
2025-12-15 09:00:00+00:00,840011.664,842333.9476,837269.6031999998,840118.6378000004
2025-12-15 10:00:00+00:00,840084.5362000001,840504.6668,837019.6217999998,840504.6668
2025-12-15 11:00:00+00:00,840515.2684000001,843439.4164000001,838977.2571999999,839045.8075999997
2025-12-15 12:00:00+00:00,839045.8076,840134.8316000003,837687.5546,840058.4310000008
2025-12-15 13:00:00+00:00,840056.8173999999,843359.6853999998,839930.1682000005,843358.6989999998
2025-12-15 14:00:00+00:00,843358.6797999999,851565.6864,837985.0288000001,847289.4865999991
2025-12-15 15:00:00+00:00,847284.3867999992,855390.2963999994,834825.2950000004,855390.2963999994
2025-12-15 16:00:00+00:00,855390.2963999994,859356.1095999993,847782.1094,854153.0428000003
2025-12-15 17:00:00+00:00,854154.5148000002,854322.1015999999,839178.127200001,841939.2510000007
2025-12-15 18:00:00+00:00,841939.2436000007,850209.9870000009,831458.1256,838528.808999999
