t,o,h,l,c
2025-11-20 16:00:00+00:00,488169.3078000001,495701.6719999996,475891.2313999999,483597.9334000002
2025-11-20 17:00:00+00:00,483501.4138,514292.0177999997,471930.6994000003,514059.7895999997
2025-11-20 18:00:00+00:00,514085.4226,530784.8486000019,509199.9774000003,522013.832000002
2025-11-20 19:00:00+00:00,522014.163200002,522050.7740000001,481866.8557999989,489667.3432000002
2025-11-20 20:00:00+00:00,489667.3432000002,496442.0883999998,486826.3729999991,486826.3729999991
2025-11-20 21:00:00+00:00,486820.565,516272.8617999994,486652.0117999998,502621.1279999997
2025-11-20 22:00:00+00:00,502621.2127999997,513854.8880000006,501441.5314000002,513854.8880000006
2025-11-20 23:00:00+00:00,513855.348,515482.9886000001,492749.2563999998,494471.2928
2025-11-21 00:00:00+00:00,494467.5874,504744.8287999999,494049.1426,498939.0316000005
2025-11-21 01:00:00+00:00,498934.8254,499862.1253999998,492153.273,495262.6767999994
2025-11-21 02:00:00+00:00,495262.6768,495262.6768,479262.6324000004,479262.9314000004
2025-11-21 03:00:00+00:00,479265.2166,485315.1216000001,476184.2955999996,477394.3124
2025-11-21 04:00:00+00:00,477394.3124,477441.0426,468950.5526000001,473681.1205999998
2025-11-21 05:00:00+00:00,473681.1206,473732.1645999994,468978.5245999999,470885.5372000001
2025-11-21 06:00:00+00:00,470900.7928,471493.7693999999,467072.7780000002,468221.8073999997
2025-11-21 07:00:00+00:00,468221.8074,474178.577,422698.0367999997,422750.2303999997
2025-11-21 08:00:00+00:00,422771.388,423944.7746,420545.7798000008,420551.1452000008
2025-11-21 09:00:00+00:00,420551.1452,433490.3660000002,419355.0166,433487.9384000001
2025-11-21 10:00:00+00:00,433487.9384,442356.5014000002,433178.7274000001,441624.9932
2025-11-21 11:00:00+00:00,441581.1394,446489.8652000006,440829.9555999996,446471.8458000007
2025-11-21 12:00:00+00:00,446472.0458000007,448349.4551999998,417799.7086000001,422657.2707999996
2025-11-21 13:00:00+00:00,422609.7132,425944.7063999999,414561.8679999998,417182.0679999999
2025-11-21 14:00:00+00:00,417185.6779999999,429013.2849999999,416760.5938000003,421769.6857999995
2025-11-21 15:00:00+00:00,421784.3696,424773.1123999999,416406.0189999994,420687.5846000003
2025-11-21 16:00:00+00:00,420672.5954,423501.1137999991,408998.0625999998,412524.5384
2025-11-21 17:00:00+00:00,412508.975,419287.8165999996,407755.1589999999,414426.2548000003
2025-11-21 18:00:00+00:00,414425.5822000004,420985.8075999999,392349.8204000002,393975.8938000003
2025-11-21 19:00:00+00:00,393865.706,401663.5111999997,393819.2786,399428.1788000002
2025-11-21 20:00:00+00:00,399441.411,409389.2141999998,396877.8196,408524.4515999999
2025-11-21 21:00:00+00:00,408524.4645999999,408539.9318,400433.6247999998,400433.6247999998
2025-11-21 22:00:00+00:00,400433.6248,400968.8426000001,394962.8686,397465.2334
2025-11-21 23:00:00+00:00,397485.4204,406670.6097999994,396576.3018000007,403190.1535999998
2025-11-22 00:00:00+00:00,403190.1535999998,403802.9087999993,398802.5109999996,398836.5079999997
2025-11-22 01:00:00+00:00,398832.5505999997,400498.4428000002,398694.0703999999,400371.7232000001
2025-11-22 02:00:00+00:00,400372.5724,400395.5042,397469.9741999998,400016.0034000002
2025-11-22 03:00:00+00:00,400016.0034,400019.4968,399062.1794000003,399337.9254000005
2025-11-22 04:00:00+00:00,399337.9254000005,402647.7098,398334.5998000003,402330.1888
2025-11-22 05:00:00+00:00,402281.779,402894.1061999999,401057.9130000001,402767.2840000002
2025-11-22 06:00:00+00:00,402767.7344,409502.7757999999,402199.0630000001,408888.0396
2025-11-22 07:00:00+00:00,408888.0396,409570.3667999998,407655.32,407814.1858000002
2025-11-22 08:00:00+00:00,407814.1858000002,409580.8542000002,405576.6127999999,405704.6794000001
2025-11-22 09:00:00+00:00,405704.6794,406002.0774000001,404332.7626000001,404849.9016000002
2025-11-22 10:00:00+00:00,404849.9016000002,410774.2322000004,404587.9504000002,409000.4802
2025-11-22 11:00:00+00:00,409000.4802,411224.5114000002,408356.0008,410720.1120000003
2025-11-22 12:00:00+00:00,410729.9368,417209.9571999999,408593.9117999999,417177.4185999999
2025-11-22 13:00:00+00:00,417177.3278,422895.1001999997,417167.3802,422833.0801999997
2025-11-22 14:00:00+00:00,422787.7236,424519.2622000004,418194.3369999999,424518.4306000004
2025-11-22 15:00:00+00:00,424516.2562,431402.1278000007,424512.91,431122.8826000001
2025-11-22 16:00:00+00:00,431124.7086000001,435449.9558000001,430994.3176000001,435181.9262000001
2025-11-22 17:00:00+00:00,435190.7402,435224.9586,433051.2092,433918.5194000002
2025-11-22 18:00:00+00:00,433921.5072000001,434610.6734,431897.8917999999,431957.1763999999
2025-11-22 19:00:00+00:00,431957.1763999999,432379.0987999999,428399.4154,430077.4792000001
2025-11-22 20:00:00+00:00,429994.5612,430513.4259999999,427893.8304,429043.4494000002
2025-11-22 21:00:00+00:00,429040.4676,429189.8168000001,427143.8398000001,427144.5344000001
2025-11-22 22:00:00+00:00,427144.5344000001,429986.2500000005,421585.4384000003,426347.9031999998
2025-11-22 23:00:00+00:00,426347.9032,428604.8984000001,423340.2356000002,423344.2486
2025-11-23 00:00:00+00:00,423344.3312000001,427612.2974,423322.4373999999,426284.0848000001
2025-11-23 01:00:00+00:00,426284.5414,435562.3337999997,426259.6292,434487.7894000001
2025-11-23 02:00:00+00:00,434487.7894000001,436381.8119999998,430402.8802,436381.7891999998
2025-11-23 03:00:00+00:00,436379.8135999999,441997.8104000001,435289.7800000001,441982.5838000001
2025-11-23 04:00:00+00:00,441982.6498000001,446458.1886000001,429528.9186000001,431581.9330000001
2025-11-23 05:00:00+00:00,431603.0956,437567.1439999996,429066.9043999997,437532.2605999997
2025-11-23 06:00:00+00:00,437532.2606,438384.0622,428717.4480000001,429537.6191999998
2025-11-23 07:00:00+00:00,429543.3718,433955.2829999999,427994.7653999998,431855.6115999998
2025-11-23 08:00:00+00:00,431843.1322,434786.0016000001,430040.1189999997,434026.4760000001
2025-11-23 09:00:00+00:00,434025.0468,434038.5273999998,432738.0891999999,432834.2843999996
2025-11-23 10:00:00+00:00,432834.2843999996,432991.3024,428898.7417999999,430792.8937999997
2025-11-23 11:00:00+00:00,430792.8937999997,436020.3852,430511.3312,430845.3333999998
2025-11-23 12:00:00+00:00,430847.2732,435093.2887999997,423441.5354000001,435059.3617999997
2025-11-23 13:00:00+00:00,435055.8098,435500.6066000002,429667.5301999997,429984.0887999999
2025-11-23 14:00:00+00:00,429984.0888,444995.5391999996,428878.9039999997,444974.9285999996
2025-11-23 15:00:00+00:00,444974.8764,448773.3427999999,444095.8489999999,444313.3005999997
2025-11-23 16:00:00+00:00,444355.648,444371.2903999999,426806.1012000004,427578.4768000003
2025-11-23 17:00:00+00:00,427580.639,427959.9930000005,417154.1310000001,418284.3915999997
2025-11-23 18:00:00+00:00,418284.3915999997,418605.3777999996,416054.0026,416837.0755999999
2025-11-23 19:00:00+00:00,416817.4106,421591.2724,413993.2939999999,413995.2387999999
2025-11-23 20:00:00+00:00,413999.6652,414340.4233999999,407018.7617999998,413544.78
2025-11-23 21:00:00+00:00,413544.78,413548.9038,406954.1084,408025.9329999999
2025-11-23 22:00:00+00:00,408025.9329999999,417782.1586,407407.3416,416956.6902000003
2025-11-23 23:00:00+00:00,416956.6902000003,425435.2825999999,413827.9524000008,423301.6099999999
2025-11-24 00:00:00+00:00,423301.61,423306.7732000002,413201.0918000001,420553.3912000001
2025-11-24 01:00:00+00:00,420555.9316000001,421872.8697999995,416071.8998000001,418976.9221999993
2025-11-24 02:00:00+00:00,418977.7232,420559.8972000001,399216.2872,402407.4859999999
2025-11-24 03:00:00+00:00,402407.4859999999,407800.7169999999,398753.0496,399572.7915999996
2025-11-24 04:00:00+00:00,399558.03,404397.04,396855.6055999998,399170.9916000003
2025-11-24 05:00:00+00:00,399170.9916000003,399186.0378000002,394193.2866,395384.7420000003
2025-11-24 06:00:00+00:00,395384.742,396765.2004000001,389428.1568,389711.4155999997
2025-11-24 07:00:00+00:00,389711.4155999997,390274.9842,387162.6525999999,389488.4917999998
2025-11-24 08:00:00+00:00,389488.4917999998,389488.4917999998,384046.1991999997,384198.3484000001
2025-11-24 09:00:00+00:00,384198.3484000001,387880.7366,380612.1785999999,387089.1705999998
2025-11-24 10:00:00+00:00,387089.1706,392903.513,386490.4023999999,392819.0988
2025-11-24 11:00:00+00:00,392819.2502,398672.6252,392814.4982,398622.5374
2025-11-24 12:00:00+00:00,398621.6367999999,401362.6960000002,394320.3262,394409.0464
2025-11-24 13:00:00+00:00,394409.0464,398059.8358,390619.0294,396561.9055999999
2025-11-24 14:00:00+00:00,396289.6502,400538.9985999996,389554.7133999997,399371.0623999994
2025-11-24 15:00:00+00:00,399377.6911999994,401917.7888000003,387795.3596000004,401730.3084000005
2025-11-24 16:00:00+00:00,401712.0844,413932.0192000005,391430.8464,412113.5643999999
2025-11-24 17:00:00+00:00,412113.5644,417732.1882,406469.2901999998,412934.3006000002
2025-11-24 18:00:00+00:00,411980.2741999999,443842.1073999997,411675.4746,443076.0017999993
2025-11-24 19:00:00+00:00,443079.337,444511.8565999999,427709.4601999995,429303.8023999999
2025-11-24 20:00:00+00:00,429303.8023999999,438678.9866000005,428598.7974000001,432722.0426000005
2025-11-24 21:00:00+00:00,432722.5456000005,432751.5828,416089.7558000001,416206.7328000002
2025-11-24 22:00:00+00:00,416206.7328000002,416526.2222,407259.5762,415098.3592000002
2025-11-24 23:00:00+00:00,415098.3592000002,436040.3024000002,411689.0018,429056.8772000009
2025-11-25 00:00:00+00:00,429056.8772000009,433013.6852000002,428931.0972000003,432399.1760000007
2025-11-25 01:00:00+00:00,432399.176,433979.6872000003,430716.2854000001,431715.1706000002
2025-11-25 02:00:00+00:00,431715.1706000002,439419.4984000004,430113.4364000003,439290.4948000006
2025-11-25 03:00:00+00:00,439290.5328,445620.5168000002,439290.5328,443893.5306000005
2025-11-25 04:00:00+00:00,443912.5978000005,447153.9736,442379.5836000002,446690.7212000011
2025-11-25 05:00:00+00:00,446690.731,446949.3980000002,440456.8910000006,440456.9224000006
2025-11-25 06:00:00+00:00,440456.9224,440486.3262,421272.0090000002,421805.0308000002
2025-11-25 07:00:00+00:00,421805.0308,421864.2208000004,420200.2386,420229.6433999992
2025-11-25 08:00:00+00:00,420229.7578,421531.4109999991,416185.1264000003,417777.7525999998
2025-11-25 09:00:00+00:00,417777.7396,428295.2345999996,417710.9616,428286.0365999996
2025-11-25 10:00:00+00:00,428286.0366,432415.3365999996,428286.0366,432397.9751999994
2025-11-25 11:00:00+00:00,432397.9752,432397.9752,431502.9359999996,432135.9957999998
2025-11-25 12:00:00+00:00,432135.9246,452043.4536000002,432108.4653999999,452023.9238000005
2025-11-25 13:00:00+00:00,452023.9238000005,454487.5548000006,436064.4714000004,451555.4741999995
2025-11-25 14:00:00+00:00,451555.4832,464064.5371999993,445981.1769999999,463949.5255999993
2025-11-25 15:00:00+00:00,463949.7275999993,466185.2304000003,450190.6016000001,450694.0558
2025-11-25 16:00:00+00:00,450694.2396,452204.836,438811.0592000001,450910.0844000003
2025-11-25 17:00:00+00:00,450910.0844000003,460243.7978000002,439838.5902,442274.3610000001
2025-11-25 18:00:00+00:00,442274.0270000001,456997.6448000005,442128.6554,451163.0216
2025-11-25 19:00:00+00:00,451163.0142,454690.5852,434031.4312000001,454189.4878000001
2025-11-25 20:00:00+00:00,454197.7192,454264.1782,447423.1080000002,451335.4009999999
2025-11-25 21:00:00+00:00,451300.826,453785.5628000001,442089.7408000003,442089.7408000003
2025-11-25 22:00:00+00:00,441993.4882,447777.9314,432834.6997999999,446072.9661999999
2025-11-25 23:00:00+00:00,446073.0862,446587.3604,432198.7394000003,441476.126
2025-11-26 00:00:00+00:00,441676.1256,443089.3652000003,424523.1445999998,425140.9481999999
2025-11-26 01:00:00+00:00,425257.8108,444371.1718,423409.5208,444023.106
2025-11-26 02:00:00+00:00,444023.1388,444023.1388,430574.4154,435736.9972000003
2025-11-26 03:00:00+00:00,435736.9972000003,441422.9698,423131.6292,435794.0387999996
2025-11-26 04:00:00+00:00,435794.8773999999,440911.7715999998,435753.4552,439515.6301999999
2025-11-26 05:00:00+00:00,439587.9888000001,442288.7126,428423.134,429883.4277999999
2025-11-26 06:00:00+00:00,429883.4277999999,430572.9603999999,427916.7507999999,428068.4064000001
2025-11-26 07:00:00+00:00,428068.4064000001,428068.4064000001,424038.5799999998,424291.6758000002
2025-11-26 08:00:00+00:00,424281.4012,424332.9236,422737.5336,422822.1786000001
2025-11-26 09:00:00+00:00,422822.2484,424022.4609999997,422508.4458000002,423423.213
2025-11-26 10:00:00+00:00,423423.213,435180.7298,423370.8904,434416.3140000001
2025-11-26 11:00:00+00:00,434415.6252,434415.6252,432621.2373999999,433349.2118000001
2025-11-26 12:00:00+00:00,433349.2118000001,446346.7459999998,429966.3381999993,446344.0007999997
2025-11-26 13:00:00+00:00,446344.0007999997,452383.5814,445070.0760000004,451848.1421999998
2025-11-26 14:00:00+00:00,451848.1422,460077.3256000004,447878.7672000001,454010.7092000003
2025-11-26 15:00:00+00:00,454053.9228000001,460728.1168,453988.2222,459432.0010000001
2025-11-26 16:00:00+00:00,459431.7158000001,461342.6903999999,443559.7324,456253.1455999997
2025-11-26 17:00:00+00:00,456252.865,465073.2991999995,447620.6257999999,462775.4647999995
2025-11-26 18:00:00+00:00,462775.4647999995,468584.756,454578.3522000003,463634.5782
2025-11-26 19:00:00+00:00,463634.5782,464205.8447999997,456806.5806000002,458228.2649999996
2025-11-26 20:00:00+00:00,458228.2781999996,458228.2781999996,449218.6723999998,456657.387
2025-11-26 21:00:00+00:00,456659.4224,459917.7926,454462.2348000002,456158.9850000001
2025-11-26 22:00:00+00:00,456158.9850000001,458096.7337999998,448315.2763999999,448315.7861999999
2025-11-26 23:00:00+00:00,448311.8942,451476.3896000003,446858.2792,451475.9000000004
2025-11-27 00:00:00+00:00,451475.9820000004,451502.7940000003,442809.4544,449873.3595999999
2025-11-27 01:00:00+00:00,449834.3792000001,452223.5344,449755.7558000003,451579.0238000004
2025-11-27 02:00:00+00:00,451598.4082000004,456079.5415999999,451321.2477999999,454261.5272000004
2025-11-27 03:00:00+00:00,454261.5272000004,460707.7112000001,453690.4960000001,457745.6978000001
2025-11-27 04:00:00+00:00,457746.2026000001,459910.4502,441228.0006000003,447947.5617999997
2025-11-27 05:00:00+00:00,447947.5617999997,447964.0168000001,444109.5866000002,445865.7611999999
2025-11-27 06:00:00+00:00,445865.7611999999,448663.9694,445602.7280000003,446060.5490000001
2025-11-27 07:00:00+00:00,446066.4828,447513.9860000001,445456.0924,447513.9860000001
2025-11-27 08:00:00+00:00,447514.0,447994.1524,445401.9864000002,445467.4404000005
2025-11-27 09:00:00+00:00,445467.5744,451436.0386000004,438081.692,438511.7280000001
2025-11-27 10:00:00+00:00,438511.8532,439749.7611999999,437592.2692000004,437624.5514000006
2025-11-27 11:00:00+00:00,437627.402,438614.6470000003,430848.6954000001,430855.0828000001
2025-11-27 12:00:00+00:00,430855.0828000001,433431.9996000003,428780.4112000001,430565.6896000007
2025-11-27 13:00:00+00:00,430565.6896000007,432073.4516000002,429063.6318000002,431366.7675999998
2025-11-27 14:00:00+00:00,431370.9153999998,432911.2666,426989.8818000001,427624.7030000003
2025-11-27 15:00:00+00:00,427634.7916,429580.7887999997,426833.2115999999,427499.3339999999
2025-11-27 16:00:00+00:00,427499.334,430352.7776000005,427499.334,430352.7776000005
2025-11-27 17:00:00+00:00,430358.8174000005,430640.0102000001,429132.6143999999,430001.2566000003
2025-11-27 18:00:00+00:00,429999.4048,430818.6972000004,429176.9913999999,429914.3327999997
2025-11-27 19:00:00+00:00,429914.3328,430465.8125999999,429823.9526000002,429888.4533999999
2025-11-27 20:00:00+00:00,429886.568,432188.3407999999,429671.7548000001,432188.2075999999
2025-11-27 21:00:00+00:00,432188.9808,442291.0183999999,430202.9899999996,438865.2969999999
2025-11-27 22:00:00+00:00,438865.2969999999,438865.2969999999,434136.8537999999,436429.0732
2025-11-27 23:00:00+00:00,436430.899,437417.1483999999,433743.7045999998,435749.2927999999
2025-11-28 00:00:00+00:00,435711.5128,435753.858,433680.4829999999,433718.1403999999
2025-11-28 01:00:00+00:00,433718.1403999999,434583.51,433368.6586000001,433852.7956
2025-11-28 02:00:00+00:00,433852.7956,434634.0206000001,433749.0024,434451.2860000001
2025-11-28 03:00:00+00:00,434453.6008,434907.3309999998,426158.9754000002,426160.6652
2025-11-28 04:00:00+00:00,426160.6652,426160.6652,424868.4725999999,424871.0791999999
2025-11-28 05:00:00+00:00,424857.1732,427994.6015999998,424394.5598,425447.5398000001
2025-11-28 06:00:00+00:00,425447.5398000001,425447.5398000001,421044.2206,422485.0705999997
2025-11-28 07:00:00+00:00,422485.0705999997,422538.2692,419724.6432000002,419817.3082
2025-11-28 08:00:00+00:00,419817.3082,420295.8895999999,412775.0667999998,414140.3234000001
2025-11-28 09:00:00+00:00,414141.0996,421469.1801999999,412670.2712000004,421200.9396000003
2025-11-28 10:00:00+00:00,421200.9396000003,423334.9074000004,420915.3374000001,423171.0844000001
2025-11-28 11:00:00+00:00,423161.7034,424030.8477999998,419395.8395999998,419973.1532000004
2025-11-28 12:00:00+00:00,419973.1532000004,421875.6234,419848.3716,421346.5851999999
2025-11-28 13:00:00+00:00,421346.2318,430538.2502000003,421151.2875999998,430538.2434000003
2025-11-28 14:00:00+00:00,430536.3398,440062.6706,430536.3398,438409.3608
2025-11-28 15:00:00+00:00,438420.9958,440371.8898,433344.4749999999,433351.8888
2025-11-28 16:00:00+00:00,433351.8888,434717.1049999999,422747.4796000003,426220.1470000003
2025-11-28 17:00:00+00:00,426220.3078000004,426252.3900000001,422034.9126000002,423823.875
2025-11-28 18:00:00+00:00,423823.126,426726.3406000002,422875.2348,426486.7036000001
2025-11-28 19:00:00+00:00,426486.8744,431582.8159999999,426475.3231999999,429915.7656
2025-11-28 20:00:00+00:00,429880.3266,429949.7082000001,428754.4298000001,429776.3500000001
2025-11-28 21:00:00+00:00,429776.35,431259.2811999999,428502.7311999997,430087.7626
2025-11-28 22:00:00+00:00,430087.7626,430762.8436,425746.5641999998,428712.8721999999
2025-11-28 23:00:00+00:00,428712.5296000001,428861.4362000002,426205.7142,426316.9757999999
2025-11-29 00:00:00+00:00,426300.1338,426311.6796,422816.8140000001,422816.8140000001
2025-11-29 01:00:00+00:00,422814.9314000001,425854.2266000003,422443.5427999998,422466.1178000001
2025-11-29 02:00:00+00:00,422466.1178000001,422480.7266,420296.6361999997,421484.2677999997
2025-11-29 03:00:00+00:00,421478.3378,421495.8384000001,420814.7930000001,421189.1944
2025-11-29 04:00:00+00:00,421189.1944,423830.3269999999,421189.1944,422756.6813999998
2025-11-29 05:00:00+00:00,422767.9532,422767.9532,421883.2496,422370.4513999998
2025-11-29 06:00:00+00:00,422372.749,426501.7619999998,420581.6654000004,426410.5841999996
2025-11-29 07:00:00+00:00,426408.7323999999,427138.8434,420488.7478,421057.8485999999
2025-11-29 08:00:00+00:00,421057.8485999999,421057.8485999999,417985.259,417996.4875999999
2025-11-29 09:00:00+00:00,417996.4876,418006.6372,414521.6695999997,414530.7969999997
2025-11-29 10:00:00+00:00,414524.797,414524.797,407159.1208,408716.5292
2025-11-29 11:00:00+00:00,408713.4426,408720.0972,407947.5239999999,408473.1293999998
2025-11-29 12:00:00+00:00,408478.7953999999,410546.9624000001,408200.7574,410515.0451999999
2025-11-29 13:00:00+00:00,410515.0451999999,411315.1078,406504.2631999998,406964.6128
2025-11-29 14:00:00+00:00,406964.6128,410439.8845999999,406858.523,410430.5103999997
2025-11-29 15:00:00+00:00,410430.92,419598.9594,407886.7833999998,418660.7029999999
2025-11-29 16:00:00+00:00,418660.7029999999,421710.1080000001,418425.266,419552.1828
2025-11-29 17:00:00+00:00,419552.1828,420580.763,418596.6462,420185.8855999999
2025-11-29 18:00:00+00:00,420185.6566,421901.4598000001,418572.1175999999,418572.5491999999
2025-11-29 19:00:00+00:00,418571.7844,418587.9056000002,401996.6312000001,402000.9012000001
2025-11-29 20:00:00+00:00,402003.4868000001,402108.8770000001,401635.3244000001,401881.7033999998
2025-11-29 21:00:00+00:00,401883.6702,402690.724,401868.2824,402308.6608
2025-11-29 22:00:00+00:00,402308.6608,402596.9284,401417.9678000001,402576.0300000001
2025-11-29 23:00:00+00:00,402576.0300000001,403175.2978,402102.9650000003,403034.4063999999
2025-11-30 00:00:00+00:00,403022.8478,403658.7124000002,402499.6201999998,402883.2800000002
2025-11-30 01:00:00+00:00,402883.2800000002,404833.3146,402361.8240000003,404396.4116
2025-11-30 02:00:00+00:00,404396.4116,404396.4116,402311.4059999997,403013.0358
2025-11-30 03:00:00+00:00,403061.1082,427453.9722,402879.2069999999,425788.8313999997
2025-11-30 04:00:00+00:00,425783.6114,425800.2263999999,424998.5532,425211.7855999998
2025-11-30 05:00:00+00:00,425211.794,425723.6264,424033.4634,424185.7484
2025-11-30 06:00:00+00:00,424185.5484,424360.3578000002,422834.1381999999,422842.6669999998
2025-11-30 07:00:00+00:00,422841.4456,424802.3296,422666.5062,423057.3919999998
2025-11-30 08:00:00+00:00,423068.4838,423191.8272,419550.6823999999,419799.9167999999
2025-11-30 09:00:00+00:00,419786.13,422552.7872,419445.6562000003,422502.0408000001
2025-11-30 10:00:00+00:00,422502.0408000001,422813.9776,421842.3312,422360.7672000001
2025-11-30 11:00:00+00:00,422355.4668,422410.9626000002,418164.6280000001,418212.4770000002
2025-11-30 12:00:00+00:00,418228.1863999999,418239.6029999999,416135.9524000001,416790.1060000001
2025-11-30 13:00:00+00:00,416789.1192,420039.6666,415920.7046000002,419775.4724000001
2025-11-30 14:00:00+00:00,419775.4724000001,419813.6094,416732.5948000001,416892.615
2025-11-30 15:00:00+00:00,416892.615,416953.0055999997,414886.7604,415695.9376000002
2025-11-30 16:00:00+00:00,415695.9376,416349.3958000004,415353.9974000002,416216.8158
2025-11-30 17:00:00+00:00,416216.8158,416573.9700000001,415228.8241999999,416571.6504000002
2025-11-30 18:00:00+00:00,416861.3252,416863.7396,415103.7280000001,415974.5642000001
2025-11-30 19:00:00+00:00,415974.5452000001,416673.7127999999,415974.4274,416526.5549999988
2025-11-30 20:00:00+00:00,416518.5194,417558.2259999996,415970.6571999999,416682.9413999997
2025-11-30 21:00:00+00:00,416682.9413999997,417814.6663999999,415786.6185999998,416080.5343999996
2025-11-30 22:00:00+00:00,416080.2603999996,418047.9299999996,416079.7225999999,417199.6615999991
2025-11-30 23:00:00+00:00,417206.8754,424114.0003999993,416503.9687999997,424097.3395999992
2025-12-01 00:00:00+00:00,424103.0193999993,428876.5823999994,395126.9530000003,395734.2612000003
2025-12-01 01:00:00+00:00,395732.2904000003,397603.1708000001,390731.9194000001,393119.4420000003
2025-12-01 02:00:00+00:00,393118.7614,397540.3601999999,391932.0066000001,395443.1118000003
2025-12-01 03:00:00+00:00,395443.1118,396170.7614000004,389824.2210000001,390137.0272000002
2025-12-01 04:00:00+00:00,390145.573,397268.9638,390145.573,391411.5594000005
2025-12-01 05:00:00+00:00,391349.2716,394425.0503999996,391094.8652000002,393281.9735999995
2025-12-01 06:00:00+00:00,393281.9736,400091.0070000001,392939.3809999999,400066.909
2025-12-01 07:00:00+00:00,400066.987,401105.6409999998,399383.6170000004,400498.0628000004
2025-12-01 08:00:00+00:00,400498.7756000003,401802.5287999999,400395.4560000001,401790.7996000001
2025-12-01 09:00:00+00:00,401747.1842,403314.3246,401406.0587999998,403209.7718000005
2025-12-01 10:00:00+00:00,403219.8944,406112.3770000003,403175.7636000002,406112.3770000003
2025-12-01 11:00:00+00:00,406136.3648,412236.1350000005,406101.715,411698.1732000005
2025-12-01 12:00:00+00:00,411698.9376000005,438250.3360000001,411276.0676000005,438248.2672000001
2025-12-01 13:00:00+00:00,438248.9612000001,440286.9191999999,436450.4426000002,437985.8440000005
2025-12-01 14:00:00+00:00,437985.9253999999,442701.4862000003,437788.3906000007,442237.7344000003
2025-12-01 15:00:00+00:00,442237.9202000003,454525.7496000004,440649.6742,453353.8956000007
2025-12-01 16:00:00+00:00,453364.6180000007,457970.9988000001,449860.6472000001,449947.8052000001
2025-12-01 17:00:00+00:00,449945.2692000001,454191.3144000001,449738.3036000005,453704.1518000002
2025-12-01 18:00:00+00:00,453704.1518,454688.9113999999,452692.3558000002,454290.8730000002
2025-12-01 19:00:00+00:00,454290.8730000002,454467.7720000003,447924.0286000003,448057.5520000002
2025-12-01 20:00:00+00:00,448057.6456,448522.4553999998,443656.4182,446286.5685999999
2025-12-01 21:00:00+00:00,446286.2938,463810.8615999991,445892.6469999999,463809.958199999
2025-12-01 22:00:00+00:00,463816.3196,481255.2508000002,463726.6609999999,480309.0886000001
2025-12-01 23:00:00+00:00,480322.5980000001,483768.898,477590.6318,480919.1199999996
2025-12-02 00:00:00+00:00,480932.4029999995,480945.9269999999,475304.039,475620.7755999998
2025-12-02 01:00:00+00:00,475619.7035999999,477662.5631999996,475337.5411999999,477305.0464000001
2025-12-02 02:00:00+00:00,477285.9972000001,477367.3706,475038.2953999999,475164.0730000004
2025-12-02 03:00:00+00:00,475164.2730000004,476490.6534,474998.1091999998,475083.7249999998
2025-12-02 04:00:00+00:00,475083.7606,476149.8648,474498.2762,474648.2936000002
2025-12-02 05:00:00+00:00,474657.0912,474809.0978000002,474225.0831999999,474381.3864
2025-12-02 06:00:00+00:00,474382.7804,476586.7874,474229.7415999998,476465.9071999999
2025-12-02 07:00:00+00:00,476469.1244,476684.6067999998,473971.2199999999,474098.2483999998
2025-12-02 08:00:00+00:00,474106.3594,474229.6529999999,471073.991,471689.7059999997
2025-12-02 09:00:00+00:00,471689.7059999997,476247.2580000002,471482.9630000001,476247.2580000002
2025-12-02 10:00:00+00:00,476248.2499999999,478709.1747999997,476209.2019999999,477977.2010000004
2025-12-02 11:00:00+00:00,477975.7626,477988.0291999999,473004.6782000001,473073.3683999999
2025-12-02 12:00:00+00:00,473073.3825999999,479135.1704000002,473065.2152000001,479130.8136000002
2025-12-02 13:00:00+00:00,479130.8136000002,482785.7554000001,478890.9898000002,482595.0140000004
2025-12-02 14:00:00+00:00,482610.752,482668.8159999999,461423.7292000004,467093.7673999998
2025-12-02 15:00:00+00:00,467086.6632,477869.8457999999,464402.4546000003,476458.9623999997
2025-12-02 16:00:00+00:00,476465.4353999997,477688.1249999999,461284.3332000001,473169.2280000003
2025-12-02 17:00:00+00:00,473169.4350000003,476083.5984,457195.4671999998,457762.8471999999
2025-12-02 18:00:00+00:00,457718.837,462232.6263999995,457718.837,460878.6819999996
2025-12-02 19:00:00+00:00,460878.087,461187.9593999998,454949.3896000001,455536.2679999995
2025-12-02 20:00:00+00:00,455536.474,456163.0493999999,443649.5816000004,443710.5174000008
2025-12-02 21:00:00+00:00,443710.8806000008,450784.6856,443710.8806000008,450153.2936000003
2025-12-02 22:00:00+00:00,450153.5010000003,450573.7358,445310.0193999999,448945.3574000007
2025-12-02 23:00:00+00:00,448945.6212000007,448962.0936,447019.4109999998,447145.4117999998
2025-12-03 00:00:00+00:00,447145.6915999998,447145.6915999998,441348.1144,444750.3683999996
2025-12-03 01:00:00+00:00,444750.3683999996,449789.9272000002,444541.6404,449627.7792000005
2025-12-03 02:00:00+00:00,449631.229,450251.785,447200.3888000001,448524.8842000001
2025-12-03 03:00:00+00:00,448524.8842000001,455184.1860000004,448028.4005999999,455181.8470000004
2025-12-03 04:00:00+00:00,455175.9524,456182.8520000004,451685.3672000001,453433.9144000005
2025-12-03 05:00:00+00:00,453433.9144000005,455358.0484000003,450702.7642,450859.8707999997
2025-12-03 06:00:00+00:00,450856.9598,457097.681,450030.0707999999,457097.6224
